ID,Name,Sex,Age,Height,Weight,NOC,Games,Year,Season,City,Sport,Event,Medal
51710,Mikhail Borisovich Ignatyev,M,23,176,67,RUS,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Madison,Bronze
51713,Lyudmila Ivanovna Ignatyeva-Samotyosova,F,28,162,53,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
51718,Andrei Igorov,M,24,183,87,ROU,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver
51720,Tadahito Iguchi,M,21,177,78,JPN,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Silver
51721,Reda Abdalaati Iguider,M,25,173,57,MAR,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",Bronze
51724,Andre Tyler Iguodala,M,28,198,94,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Gold
51727,Mohamed Ihab Youssef Ahmed Mahmoud,M,26,165,77,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middleweight,Bronze
51728,Marianne Ihalainen,F,30,165,66,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
51732,Klmn Ihsz,M,23,170,67,HUN,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,Gold
51737,Andreas Ihle,M,25,184,80,GER,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
51737,Andreas Ihle,M,29,184,80,GER,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
51737,Andreas Ihle,M,33,184,80,GER,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
51746,Takako Iida,F,26,174,67,JPN,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Women's Volleyball,Silver
51746,Takako Iida,F,30,174,67,JPN,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Women's Volleyball,Gold
51754,Shota Iizuka,M,25,185,80,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
51768,Mitsuo Ikeda,M,21,NA,NA,JPN,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
51769,Naohiro Ikeda (-Nakano),M,24,186,78,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Bronze
51787,Yukio Iketani,M,17,166,61,JPN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Bronze
51787,Yukio Iketani,M,17,166,61,JPN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,Bronze
51787,Yukio Iketani,M,21,166,61,JPN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Bronze
51787,Yukio Iketani,M,21,166,61,JPN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Floor Exercise,Silver
51791,Isaac Ikhouria,M,24,174,76,NGR,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Heavyweight,Bronze
51798,Danilo Ikodinovi,M,23,188,89,SCG,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Bronze
51798,Danilo Ikodinovi,M,27,188,89,SCG,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Silver
51799,Heikki Johannes Ikola,M,24,181,68,FIN,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
51799,Heikki Johannes Ikola,M,28,181,68,FIN,1976 Winter,1976,Winter,Innsbruck,Biathlon,Biathlon Men's 20 kilometres,Silver
51799,Heikki Johannes Ikola,M,28,181,68,FIN,1976 Winter,1976,Winter,Innsbruck,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
51800,Willard John Ikola,M,23,172,70,USA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
51802,Johanna Annikki Ikonen,F,29,165,63,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
51806,Victor Nosa Ikpeba,M,23,174,69,NGR,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Gold
51816,"Larissa Dmitriyevna ""Lara"" Ilchenko",F,19,171,58,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 10 kilometres Open Water,Gold
51818,Cenk ldem,M,30,180,98,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
51819,Roger Maria Ilegems,M,21,174,74,BEL,1984 Summer,1984,Summer,Los Angeles,Cycling,Cycling Men's Points Race,Gold
51821,Irina Valeryevna Ilenkova,F,20,164,42,BLR,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
51822,Katica Ile,F,34,176,67,YUG,1980 Summer,1980,Summer,Moskva,Handball,Handball Women's Handball,Silver
51829,Ilias Iliadis,M,17,179,90,GRE,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Middleweight,Gold
51829,Ilias Iliadis,M,25,179,90,GRE,2012 Summer,2012,Summer,London,Judo,Judo Men's Middleweight,Bronze
51841,Viorica Ilica (-Neculai),F,21,177,76,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Silver
51853,Khristo Iliev,M,28,196,90,BUL,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Men's Volleyball,Silver
51860,Valentina Ilieva (-Kharalampieva),F,18,181,73,BUL,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Bronze
51861,Zhaneta Tosheva Ilieva,F,19,176,54,BUL,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
51867,Ana Iliu,F,22,179,74,ROU,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,Bronze
51874,Nikolai Ilkov,M,25,180,78,BUL,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze
51893,Gary Steven Ilman,M,21,188,89,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
51893,Gary Steven Ilman,M,21,188,89,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
51904,"Ilson Pereira ""Ilsinho"" Dias Jnior",M,22,170,70,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze
51912,Leonid Georgiyevich Ilyichov,M,20,184,86,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
51912,Leonid Georgiyevich Ilyichov,M,20,184,86,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
51912,Leonid Georgiyevich Ilyichov,M,20,184,86,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
51913,Anatoly Mikhaylovich Ilyin,M,25,NA,NA,URS,1956 Summer,1956,Summer,Melbourne,Football,Football Men's Football,Gold
51915,Ilya Aleksandrovich Ilyin,M,20,175,94,KAZ,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold
51915,Ilya Aleksandrovich Ilyin,M,24,175,94,KAZ,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold
51916,Vasily Petrovich Ilyin,M,27,188,84,URS,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,Gold
51920,Vera Sergeyevna Ilyina,F,26,162,49,RUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Synchronized Springboard,Gold
51920,Vera Sergeyevna Ilyina,F,30,162,49,RUS,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Synchronized Springboard,Silver
51921,Yekaterina Fyodorovna Ilyina,F,25,174,60,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold
51924,Dmitry Sergeyevich Ilyinykh,M,25,202,92,RUS,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Gold
51926,Valery Leonidovich Ilyinykh,M,21,168,63,URS,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,Silver
51927,Yelena Ruslanovna Ilyinykh,F,19,164,NA,RUS,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze
51927,Yelena Ruslanovna Ilyinykh,F,19,164,NA,RUS,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Gold
51929,Yekaterina Sergeyevna Ilyukhina,F,22,157,60,RUS,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Women's Parallel Giant Slalom,Silver
51935,Im Chang-Yong,M,24,180,75,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze
51942,Im Dong-Hyeon,M,19,184,100,KOR,2004 Summer,2004,Summer,Athina,Archery,Archery Men's Team,Gold
51942,Im Dong-Hyeon,M,23,184,100,KOR,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Team,Gold
51942,Im Dong-Hyeon,M,27,184,100,KOR,2012 Summer,2012,Summer,London,Archery,Archery Men's Team,Bronze
51947,Im Gye-Suk,F,23,159,62,KOR,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Silver
51967,Im Jeong-Suk,F,23,NA,NA,KOR,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Silver
51969,Im Jeong-U,M,22,174,70,KOR,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Silver
51972,Im Jin-Seok,M,20,191,86,KOR,1988 Summer,1988,Summer,Seoul,Handball,Handball Men's Handball,Silver
51973,Im Jong-Cheon,M,22,176,75,KOR,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Silver
51974,Im Mi-Gyeong,F,21,170,63,KOR,1988 Summer,1988,Summer,Seoul,Handball,Handball Women's Handball,Gold
51976,Im O-Gyeong,F,20,167,65,KOR,1992 Summer,1992,Summer,Barcelona,Handball,Handball Women's Handball,Gold
51976,Im O-Gyeong,F,24,167,65,KOR,1996 Summer,1996,Summer,Atlanta,Handball,Handball Women's Handball,Silver
51976,Im O-Gyeong,F,32,167,65,KOR,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,Silver
51980,Im Seon-Dong,M,27,187,95,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze
51981,Im Su-Jeong,F,21,168,57,KOR,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Featherweight,Gold
52010,Makoto Imaoka,M,21,183,72,JPN,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Silver
52020,Race Alick Reid Imboden,M,23,185,75,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Bronze
52026,Darrall Tucker Imhoff,M,21,211,98,USA,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,Gold
52029,Rachel Anne Imison,F,21,167,69,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold
52032,Jan-Olaf Immel,M,28,202,105,GER,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Silver
52033,"Daniel James ""Dan"" Immerfall",M,20,175,73,USA,1976 Winter,1976,Winter,Innsbruck,Speed Skating,Speed Skating Men's 500 metres,Bronze
52035,Peter Immesberger,M,28,176,100,FRG,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Heavyweight I,Bronze
52037,Jarkko Immonen,M,27,183,95,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
52037,Jarkko Immonen,M,31,183,95,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
52040,"Chukwudi ""Chidi"" Imoh",M,28,188,77,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
52051,ahin mranov,M,27,170,57,AZE,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Featherweight,Bronze
52053,Gza Imre,M,21,184,75,HUN,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's epee, Individual",Bronze
52053,Gza Imre,M,29,184,75,HUN,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's epee, Team",Silver
52053,Gza Imre,M,41,184,75,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Individual",Silver
52053,Gza Imre,M,41,184,75,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Bronze
52099,Sri Indriyani,F,21,145,48,INA,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Women's Flyweight,Bronze
52102,Miguel ngel Indurin Larraya,M,32,188,79,ESP,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Men's Individual Time Trial,Gold
52106,"Anthony Braemar ""Tony"" Ineson",M,26,168,77,NZL,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Gold
52107,"Simeon Garland ""Sim"" Iness",M,22,198,118,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Discus Throw,Gold
52119,Tommy Wiggen Ingebrigtsen,M,28,178,61,NOR,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze
52124,Ida Maria Erika Ingemarsdotter,F,28,174,68,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
52124,Ida Maria Erika Ingemarsdotter,F,28,174,68,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Bronze
52130,Ingimundur Ingimundarson,M,28,193,96,ISL,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Silver
52146,Sheila Rena Ingram,F,19,161,51,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
52148,Dana Ingrov-Ztopkov,F,29,165,66,TCH,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's Javelin Throw,Gold
52148,Dana Ingrov-Ztopkov,F,37,165,66,TCH,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's Javelin Throw,Silver
52164,"Joshua ""Josh"" Inman",M,28,203,95,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
52165,"Anton ""Toni"" Innauer",M,17,173,61,AUT,1976 Winter,1976,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Silver
52165,"Anton ""Toni"" Innauer",M,21,173,61,AUT,1980 Winter,1980,Winter,Lake Placid,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
52167,Christof Innerhofer,M,29,186,90,ITA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Downhill,Silver
52167,Christof Innerhofer,M,29,186,90,ITA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Combined,Bronze
52180,Marco Innocenti,M,37,170,97,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,Silver
52186,Isao Inokuma,M,26,173,88,JPN,1964 Summer,1964,Summer,Tokyo,Judo,Judo Men's Heavyweight,Gold
52195,Junichi Inoue,M,20,181,78,JPN,1992 Winter,1992,Winter,Albertville,Speed Skating,Speed Skating Men's 500 metres,Bronze
52196,Kaori Inoue,F,29,182,59,JPN,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Bronze
52197,Kenji Inoue,M,27,172,60,JPN,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
52200,Kosei Inoue,M,22,183,100,JPN,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Half-Heavyweight,Gold
52201,Masaki Inoue,M,25,179,78,JPN,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Team Sprint,Silver
52209,Setsuko Inoue,F,22,175,72,JPN,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Women's Volleyball,Silver
52216,"Kimberly Michelle ""Kim"" Insalaco (-Legg)",F,25,165,59,USA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
52232,Emi Inui,F,24,170,70,JPN,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Gold
52233,Yukiko Inui,F,25,169,55,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
52233,Yukiko Inui,F,25,169,55,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
52236,Giovanni Invernizzi,M,22,NA,NA,ITA,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxless Fours,Gold
52238,Galina Dmitriyevna Inzhuvatova,F,28,165,62,URS,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,Bronze
52263,Viorica Ioja (-Vere),F,22,155,43,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Fours,Gold
52263,Viorica Ioja (-Vere),F,22,155,43,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Silver
52264,Corneliu Ion,M,29,182,70,ROU,1980 Summer,1980,Summer,Moskva,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Gold
52264,Corneliu Ion,M,33,182,70,ROU,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver
52267,Atanasia Ionescu (-Albu),F,25,152,47,ROU,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Team All-Around,Bronze
52269,Claudiu Eugen Ionescu,M,20,193,96,ROU,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,Bronze
52278,"Valeria ""Valy"" Ionescu (-Constantin)",F,23,172,64,ROU,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Long Jump,Silver
52287,Raluca Andreea Ioni,F,24,184,78,ROU,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
52288,Anatoly Semyonovich Ionov,M,28,180,NA,URS,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
52289,Vyacheslav Nikolayevich Ionov,M,24,190,89,URS,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
52292,Larisa Andreea Iordache,F,16,150,NA,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Bronze
52296,Vasile Iorga,M,27,170,84,ROU,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
52308,Petru Iosub,M,23,191,93,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxless Pairs,Gold
52310,Sonia Iovan-Inovan,F,21,150,48,ROU,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Team All-Around,Bronze
52310,Sonia Iovan-Inovan,F,24,150,48,ROU,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Team All-Around,Bronze
52312,Cristina Iovu,F,19,155,53,MDA,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Women's Featherweight,Bronze
52321,Kristian Bettega Ipsen,M,19,170,73,USA,2012 Summer,2012,Summer,London,Diving,Diving Men's Synchronized Springboard,Bronze
52326,Zafar Iqbal,M,24,172,65,IND,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Gold
52335,Daniela Iraschko-Stolz,F,30,164,52,AUT,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Women's Normal Hill, Individual",Silver
52336,Eko Yuli Irawan,M,19,154,62,INA,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Bantamweight,Bronze
52336,Eko Yuli Irawan,M,23,154,62,INA,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Featherweight,Bronze
52336,Eko Yuli Irawan,M,27,154,62,INA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Featherweight,Silver
52358,Ryosuke Irie,M,22,178,64,JPN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,Bronze
52358,Ryosuke Irie,M,22,178,64,JPN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Backstroke,Silver
52358,Ryosuke Irie,M,22,178,64,JPN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
52359,Takashi Irie,M,26,155,48,JPN,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Silver
52363,Dan Constantin Irimiciuc,M,27,187,82,ROU,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Sabre, Team",Bronze
52367,Harald Irmscher,M,26,181,77,GDR,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Bronze
52378,"James George ""Jim"" Irvine",M,27,185,76,AUS,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Silver
52383,Kyrie Andrew Irving,M,24,190,87,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
52384,"Keith Stuart ""Stu"" Irving",M,23,170,70,USA,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
52392,Haley Lyn Irwin,F,21,170,78,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
52392,Haley Lyn Irwin,F,25,170,78,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
52400,Promise Isaac,M,20,178,79,NGR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver
52401,Rey Isaac Vaillant,M,23,178,82,CUB,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Gold
52408,Jennifer Isacco,F,28,173,64,ITA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Women's Two,Bronze
52409,Boris Valentinovich Isachenko,M,21,174,74,URS,1980 Summer,1980,Summer,Moskva,Archery,Archery Men's Individual,Silver
52412,Khasan Murselov Isaev,M,23,155,48,BUL,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Gold
52419,Vladimir Vyacheslavovich Isakov,M,34,178,83,RUS,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Air Pistol, 10 metres",Bronze
52419,Vladimir Vyacheslavovich Isakov,M,38,178,83,RUS,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze
52422,Nataliya Leonidovna Isakova (-Komyachilova),F,25,170,56,EUN,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
52425,Mile Isakovi,M,26,186,78,YUG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,Gold
52426,Sara Isakovi,F,20,173,60,SLO,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Freestyle,Silver
52433,Preben Isaksson,M,21,183,73,DEN,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze
52438,Ryoji Isaoka,M,22,171,85,JPN,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
52440,Florena Andreea Isrescu,F,16,150,37,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Gold
52442,Joel Isasi Gonzlez,M,24,167,69,CUB,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
52443,Rbert Isaszegi,M,23,164,48,HUN,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Flyweight,Bronze
52445,Anatoly Konstantinovich Isayev,M,24,NA,NA,URS,1956 Summer,1956,Summer,Melbourne,Football,Football Men's Football,Gold
52447,Mansur Mustafayevich Isayev,M,25,172,73,RUS,2012 Summer,2012,Summer,London,Judo,Judo Men's Lightweight,Gold
52448,Radik sayev,M,26,200,93,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,Gold
52461,Seiko Iseki,M,26,165,60,CHN,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Doubles,Gold
52470,Mykhailo Oleksiyovych Ishchenko,M,26,191,96,URS,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,Gold
52470,Mykhailo Oleksiyovych Ishchenko,M,30,191,96,URS,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,Silver
52471,Nataliya Sergeyevna Ishchenko,F,22,177,60,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
52471,Nataliya Sergeyevna Ishchenko,F,26,177,60,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
52471,Nataliya Sergeyevna Ishchenko,F,26,177,60,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
